model,dataset,trial,inference_time,domain,num_variates,prediction_length,frequency
timesfm2,dominick/short,6,1833.3021001815796,Sales,1,2,W
timesfm2,bitbrains_rnd/5T/short,0,350.0954923629761,"('Web/CloudOps',)","(2,)",48,5T
timesfm2,bitbrains_rnd/5T/short,1,352.22539019584656,"('Web/CloudOps',)","(2,)",48,5T
timesfm2,bitbrains_rnd/5T/short,2,351.31547832489014,"('Web/CloudOps',)","(2,)",48,5T
timesfm2,bitbrains_rnd/5T/short,3,351.1934595108032,"('Web/CloudOps',)","(2,)",48,5T
timesfm2,bitbrains_rnd/5T/short,4,351.0168957710266,"('Web/CloudOps',)","(2,)",48,5T
timesfm2,bitbrains_rnd/5T/short,5,350.6417396068573,"('Web/CloudOps',)","(2,)",48,5T
timesfm2,bitbrains_rnd/5T/short,6,352.2028088569641,"('Web/CloudOps',)","(2,)",48,5T
timesfm2,bitbrains_rnd/5T/short,7,350.97679805755615,"('Web/CloudOps',)","(2,)",48,5T
timesfm2,bitbrains_rnd/5T/short,8,351.4169237613678,"('Web/CloudOps',)","(2,)",48,5T
timesfm2,bitbrains_rnd/5T/short,9,350.9721956253052,"('Web/CloudOps',)","(2,)",48,5T
timesfm2,bitbrains_rnd/5T/medium,0,156.28554606437683,"('Web/CloudOps',)","(2,)",480,5T
timesfm2,bitbrains_rnd/5T/medium,1,155.95962643623352,"('Web/CloudOps',)","(2,)",480,5T
timesfm2,bitbrains_rnd/5T/medium,2,155.82721710205078,"('Web/CloudOps',)","(2,)",480,5T
timesfm2,bitbrains_rnd/5T/medium,3,156.021475315094,"('Web/CloudOps',)","(2,)",480,5T
timesfm2,bitbrains_rnd/5T/medium,4,155.85701298713684,"('Web/CloudOps',)","(2,)",480,5T
timesfm2,bitbrains_rnd/5T/medium,5,156.3617684841156,"('Web/CloudOps',)","(2,)",480,5T
timesfm2,bitbrains_rnd/5T/medium,6,156.03410458564758,"('Web/CloudOps',)","(2,)",480,5T
timesfm2,bitbrains_rnd/5T/medium,7,155.8429319858551,"('Web/CloudOps',)","(2,)",480,5T
timesfm2,bitbrains_rnd/5T/medium,8,155.98799753189087,"('Web/CloudOps',)","(2,)",480,5T
timesfm2,bitbrains_rnd/5T/medium,9,155.74405026435852,"('Web/CloudOps',)","(2,)",480,5T
timesfm2,bitbrains_rnd/5T/long,0,232.8565604686737,"('Web/CloudOps',)","(2,)",720,5T
timesfm2,bitbrains_rnd/5T/long,1,232.6018033027649,"('Web/CloudOps',)","(2,)",720,5T
timesfm2,bitbrains_rnd/5T/long,2,232.61921405792236,"('Web/CloudOps',)","(2,)",720,5T
timesfm2,bitbrains_rnd/5T/long,3,232.7478551864624,"('Web/CloudOps',)","(2,)",720,5T
timesfm2,bitbrains_rnd/5T/long,4,232.95016169548035,"('Web/CloudOps',)","(2,)",720,5T
timesfm2,bitbrains_rnd/5T/long,5,232.6133804321289,"('Web/CloudOps',)","(2,)",720,5T
timesfm2,bitbrains_rnd/5T/long,6,232.86352157592773,"('Web/CloudOps',)","(2,)",720,5T
timesfm2,bitbrains_rnd/5T/long,7,232.43315076828003,"('Web/CloudOps',)","(2,)",720,5T
timesfm2,bitbrains_rnd/5T/long,8,233.19920325279236,"('Web/CloudOps',)","(2,)",720,5T
timesfm2,bitbrains_rnd/5T/long,9,232.95450735092163,"('Web/CloudOps',)","(2,)",720,5T
timesfm2,solar/H/short,0,52.490477561950684,"('Energy',)","(1,)",48,H
timesfm2,solar/H/short,1,51.56214666366577,"('Energy',)","(1,)",48,H
timesfm2,solar/H/short,2,51.80328416824341,"('Energy',)","(1,)",48,H
timesfm2,solar/H/short,3,51.96740508079529,"('Energy',)","(1,)",48,H
timesfm2,solar/H/short,4,51.68789887428284,"('Energy',)","(1,)",48,H
timesfm2,solar/H/short,5,51.74916744232178,"('Energy',)","(1,)",48,H
timesfm2,solar/H/short,6,51.71318221092224,"('Energy',)","(1,)",48,H
timesfm2,solar/H/short,7,51.89152812957764,"('Energy',)","(1,)",48,H
timesfm2,solar/H/short,8,51.83106541633606,"('Energy',)","(1,)",48,H
timesfm2,solar/H/short,9,51.79628276824951,"('Energy',)","(1,)",48,H
timesfm2,solar/H/medium,0,22.379199743270874,"('Energy',)","(1,)",480,H
timesfm2,solar/H/medium,1,22.868743181228638,"('Energy',)","(1,)",480,H
timesfm2,solar/H/medium,2,22.862276077270508,"('Energy',)","(1,)",480,H
timesfm2,solar/H/medium,3,22.64036202430725,"('Energy',)","(1,)",480,H
timesfm2,solar/H/medium,4,22.860715866088867,"('Energy',)","(1,)",480,H
timesfm2,solar/H/medium,5,22.827524662017822,"('Energy',)","(1,)",480,H
timesfm2,solar/H/medium,6,22.707508087158203,"('Energy',)","(1,)",480,H
timesfm2,solar/H/medium,7,22.780659437179565,"('Energy',)","(1,)",480,H
timesfm2,solar/H/medium,8,22.785175323486328,"('Energy',)","(1,)",480,H
timesfm2,solar/H/medium,9,22.708423137664795,"('Energy',)","(1,)",480,H
timesfm2,solar/H/long,0,34.172380685806274,"('Energy',)","(1,)",720,H
timesfm2,solar/H/long,1,33.69183373451233,"('Energy',)","(1,)",720,H
timesfm2,solar/H/long,2,34.13950443267822,"('Energy',)","(1,)",720,H
timesfm2,solar/H/long,3,33.83153676986694,"('Energy',)","(1,)",720,H
timesfm2,solar/H/long,4,34.01322388648987,"('Energy',)","(1,)",720,H
timesfm2,solar/H/long,5,33.8064751625061,"('Energy',)","(1,)",720,H
timesfm2,solar/H/long,6,34.02005672454834,"('Energy',)","(1,)",720,H
timesfm2,solar/H/long,7,33.85795879364014,"('Energy',)","(1,)",720,H
timesfm2,solar/H/long,8,33.898523569107056,"('Energy',)","(1,)",720,H
timesfm2,solar/H/long,9,33.99024295806885,"('Energy',)","(1,)",720,H
timesfm2,jena_weather/D/short,0,1.3127517700195312,"('Nature',)","(21,)",30,D
timesfm2,jena_weather/D/short,1,1.3181202411651611,"('Nature',)","(21,)",30,D
timesfm2,jena_weather/D/short,2,1.2029509544372559,"('Nature',)","(21,)",30,D
timesfm2,jena_weather/D/short,3,1.3337137699127197,"('Nature',)","(21,)",30,D
timesfm2,jena_weather/D/short,4,1.2924275398254395,"('Nature',)","(21,)",30,D
timesfm2,jena_weather/D/short,5,1.3702800273895264,"('Nature',)","(21,)",30,D
timesfm2,jena_weather/D/short,6,1.3350157737731934,"('Nature',)","(21,)",30,D
timesfm2,jena_weather/D/short,7,1.2258410453796387,"('Nature',)","(21,)",30,D
timesfm2,jena_weather/D/short,8,1.3464171886444092,"('Nature',)","(21,)",30,D
timesfm2,jena_weather/D/short,9,1.3153388500213623,"('Nature',)","(21,)",30,D
timesfm2,jena_weather/H/short,0,8.700008869171143,"('Nature',)","(21,)",48,H
timesfm2,jena_weather/H/short,1,8.845268726348877,"('Nature',)","(21,)",48,H
timesfm2,jena_weather/H/short,2,8.457978248596191,"('Nature',)","(21,)",48,H
timesfm2,jena_weather/H/short,3,8.166347980499268,"('Nature',)","(21,)",48,H
timesfm2,jena_weather/H/short,4,8.220970392227173,"('Nature',)","(21,)",48,H
timesfm2,jena_weather/H/short,5,8.255607604980469,"('Nature',)","(21,)",48,H
timesfm2,jena_weather/H/short,6,8.55415415763855,"('Nature',)","(21,)",48,H
timesfm2,jena_weather/H/short,7,8.46565294265747,"('Nature',)","(21,)",48,H
timesfm2,jena_weather/H/short,8,8.46877121925354,"('Nature',)","(21,)",48,H
timesfm2,jena_weather/H/short,9,8.357869386672974,"('Nature',)","(21,)",48,H
timesfm2,jena_weather/H/medium,0,5.120776891708374,"('Nature',)","(21,)",480,H
timesfm2,jena_weather/H/medium,1,5.0488176345825195,"('Nature',)","(21,)",480,H
timesfm2,jena_weather/H/medium,2,5.129355430603027,"('Nature',)","(21,)",480,H
timesfm2,jena_weather/H/medium,3,5.290167808532715,"('Nature',)","(21,)",480,H
timesfm2,jena_weather/H/medium,4,5.2937538623809814,"('Nature',)","(21,)",480,H
timesfm2,jena_weather/H/medium,5,5.133636474609375,"('Nature',)","(21,)",480,H
timesfm2,jena_weather/H/medium,6,5.187310457229614,"('Nature',)","(21,)",480,H
timesfm2,jena_weather/H/medium,7,5.20137095451355,"('Nature',)","(21,)",480,H
timesfm2,jena_weather/H/medium,8,5.0752458572387695,"('Nature',)","(21,)",480,H
timesfm2,jena_weather/H/medium,9,5.101657390594482,"('Nature',)","(21,)",480,H
timesfm2,jena_weather/H/long,0,7.7388951778411865,"('Nature',)","(21,)",720,H
timesfm2,jena_weather/H/long,1,7.746891736984253,"('Nature',)","(21,)",720,H
timesfm2,jena_weather/H/long,2,7.697695255279541,"('Nature',)","(21,)",720,H
timesfm2,jena_weather/H/long,3,7.697627305984497,"('Nature',)","(21,)",720,H
timesfm2,jena_weather/H/long,4,7.689698219299316,"('Nature',)","(21,)",720,H
timesfm2,jena_weather/H/long,5,7.71058201789856,"('Nature',)","(21,)",720,H
timesfm2,jena_weather/H/long,6,7.72694993019104,"('Nature',)","(21,)",720,H
timesfm2,jena_weather/H/long,7,7.740562677383423,"('Nature',)","(21,)",720,H
timesfm2,jena_weather/H/long,8,7.760637044906616,"('Nature',)","(21,)",720,H
timesfm2,jena_weather/H/long,9,7.692333221435547,"('Nature',)","(21,)",720,H
timesfm2,bitbrains_fast_storage/H/short,0,92.12716364860535,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_fast_storage/H/short,1,92.46125555038452,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_fast_storage/H/short,2,92.69322371482849,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_fast_storage/H/short,3,92.59243321418762,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_fast_storage/H/short,4,92.8856315612793,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_fast_storage/H/short,5,93.30182313919067,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_fast_storage/H/short,6,92.70141363143921,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_fast_storage/H/short,7,92.95826625823975,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_fast_storage/H/short,8,92.59942841529846,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_fast_storage/H/short,9,92.74498176574707,"('Web/CloudOps',)","(2,)",48,H
timesfm2,solar/D/short,0,5.2594757080078125,"('Energy',)","(1,)",30,D
timesfm2,solar/D/short,1,5.373274564743042,"('Energy',)","(1,)",30,D
timesfm2,solar/D/short,2,5.442606449127197,"('Energy',)","(1,)",30,D
timesfm2,solar/D/short,3,5.3929054737091064,"('Energy',)","(1,)",30,D
timesfm2,solar/D/short,4,5.6632068157196045,"('Energy',)","(1,)",30,D
timesfm2,solar/D/short,5,5.581588983535767,"('Energy',)","(1,)",30,D
timesfm2,solar/D/short,6,5.381438493728638,"('Energy',)","(1,)",30,D
timesfm2,solar/D/short,7,5.419823169708252,"('Energy',)","(1,)",30,D
timesfm2,solar/D/short,8,5.396358251571655,"('Energy',)","(1,)",30,D
timesfm2,solar/D/short,9,5.427364349365234,"('Energy',)","(1,)",30,D
timesfm2,bitbrains_rnd/H/short,0,38.23134231567383,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_rnd/H/short,1,36.761834383010864,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_rnd/H/short,2,37.78995442390442,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_rnd/H/short,3,37.177916288375854,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_rnd/H/short,4,37.42379355430603,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_rnd/H/short,5,37.22275519371033,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_rnd/H/short,6,37.669819593429565,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_rnd/H/short,7,36.92739725112915,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_rnd/H/short,8,37.13520312309265,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_rnd/H/short,9,37.090226888656616,"('Web/CloudOps',)","(2,)",48,H
timesfm2,bitbrains_fast_storage/5T/short,0,874.1364915370941,"('Web/CloudOps',)","(2,)",48,5T
